region,item_id,date_stata,price,date2,date4
2,420103,01oct2012,29.07,01-10-2012,2012-10-01
2,420103,01nov2012,29.07,01-11-2012,2012-11-01
2,420103,01dec2012,28.974545,01-12-2012,2012-12-01
2,420103,01jan2013,28.974545,01-01-2013,2013-01-01
2,420103,01feb2013,29.133636,01-02-2013,2013-02-01
2,420103,01mar2013,25.620001,01-03-2013,2013-03-01
2,420103,01apr2013,25.569092,01-04-2013,2013-04-01
2,420103,01may2013,29.141819,01-05-2013,2013-05-01
2,420103,01jun2013,29.516363,01-06-2013,2013-06-01
2,420103,01jul2013,29.833637,01-07-2013,2013-07-01
2,420103,01aug2013,29.867001,01-08-2013,2013-08-01
2,420103,01sep2013,29.867001,01-09-2013,2013-09-01
2,420103,01oct2013,30.447001,01-10-2013,2013-10-01
2,420103,01nov2013,30.517,01-11-2013,2013-11-01
2,420103,01dec2013,30.952,01-12-2013,2013-12-01
2,420103,01jan2014,30.952,01-01-2014,2014-01-01
2,420103,01feb2014,30.810909,01-02-2014,2014-02-01
2,420103,01mar2014,30.74909,01-03-2014,2014-03-01
2,420103,01apr2014,30.74909,01-04-2014,2014-04-01
2,420103,01may2014,30.658182,01-05-2014,2014-05-01
2,420103,01jun2014,30.555454,01-06-2014,2014-06-01
2,420103,01jul2014,30.555454,01-07-2014,2014-07-01
2,420103,01aug2014,30.567272,01-08-2014,2014-08-01
2,420103,01sep2014,30.567272,01-09-2014,2014-09-01
2,420103,01oct2014,30.209091,01-10-2014,2014-10-01
2,420103,01nov2014,30.254545,01-11-2014,2014-11-01
2,420103,01dec2014,29.890909,01-12-2014,2014-12-01
2,420103,01jan2015,30.1,01-01-2015,2015-01-01
2,420103,01feb2015,30.254545,01-02-2015,2015-02-01
2,420103,01mar2015,30.254545,01-03-2015,2015-03-01
2,420103,01apr2015,30.072727,01-04-2015,2015-04-01
2,420103,01may2015,29.936363,01-05-2015,2015-05-01
2,420103,01jun2015,29.936363,01-06-2015,2015-06-01
2,420103,01jul2015,29.936363,01-07-2015,2015-07-01
2,420103,01aug2015,29.936363,01-08-2015,2015-08-01
2,420103,01sep2015,29.936363,01-09-2015,2015-09-01
2,420103,01oct2015,29.688889,01-10-2015,2015-10-01
2,420103,01nov2015,29.299999,01-11-2015,2015-11-01
2,420103,01dec2015,29.969999,01-12-2015,2015-12-01
